rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,High Tension 2.0,Dangbana Republik & Bella Shmurda,2,2,2,2,2,4,4,2.5714285714285716
2,LV N ATTN,EP - Lojay & Sarz,3,3,3,3,3,5,6,3.7142857142857144
3,Made In Lagos,Wizkid,4,4,4,4,4,6,7,4.714285714285714
4,UY Scuti,Olamide,5,5,5,5,5,7,9,5.857142857142857
5,The Voice of the Heroes,Lil Baby & Lil Durk,6,6,7,6,6,12,12,7.857142857142857
6,PANDEMIC,EP - Ruger,7,7,6,7,7,11,11,8.0
7,Planet Her (Deluxe),Doja Cat,9,9,8,8,8,13,13,9.714285714285714
8,Clone Wars Vol. 5,The Algorhythm - Show Dem Camp,8,8,9,10,10,16,16,11.0
9,Twice As Tall,Burna Boy,10,10,10,9,9,14,15,11.0
10,Culture III (Deluxe),Migos,11,11,11,11,11,17,18,12.857142857142858
11,The Of,eason - J. Cole,14,14,13,12,12,18,17,14.285714285714286
12,A Better Time,Davido,13,15,12,14,14,22,19,15.571428571428571
13,Hall of Fame,Polo G,15,13,14,15,13,19,22,15.857142857142858
14,WONDALAND,Teni,16,17,15,13,16,20,20,16.714285714285715
15,Roots,The Cavemen.,19,16,16,16,15,21,21,17.714285714285715
16,Cultural Praise,KCee & Okwesili Eze Group,12,12,19,18,18,24,24,18.142857142857142
17,Sex Over Love,Blaqbonez,21,18,17,17,19,23,27,20.285714285714285
18,Justice (Triple Chucks Deluxe / Deluxe Video Version),Justin Bieber,24,22,22,20,17,25,30,22.857142857142858
19,Boo of the Booless,Chike,25,23,23,19,21,27,25,23.285714285714285
20,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,20,20,21,21,24,28,29,23.285714285714285
21,A True Champion,Rexxie,18,19,18,24,25,29,34,23.857142857142858
22,Just Cause Y\'all Waited 2 (Deluxe),Lil Durk,26,24,20,23,20,31,26,24.285714285714285
23,African Giant,Burna Boy,22,25,25,22,22,30,28,24.857142857142858
24,Superstar,Wizkid,17,26,26,26,28,33,36,27.428571428571427
25,Somewhere Between Beauty & Magic,Joeboy,28,27,27,25,26,32,32,28.142857142857142
26,The Voice (Deluxe),Lil Durk,31,29,28,29,29,35,33,30.571428571428573
27,APOLLO,Fireboy DML,34,34,30,32,30,34,38,33.142857142857146
28,Old Church Basement,Elevation Worship & Maverick City Music,27,28,35,31,35,38,39,33.285714285714285
29,Big Conspiracy,J Hus,35,32,29,28,33,37,40,33.42857142857143
30,...Shall We Begin...,Laycon,33,33,31,39,31,41,31,34.142857142857146
31,Man of Galilee,Judikay,29,30,37,43,36,36,35,35.142857142857146
32,2 in 1,DARKOO,23,21,24,27,27,57,68,35.285714285714285
33,KHALED KHALED,DJ Khaled,32,37,32,34,32,39,42,35.42857142857143
34,A Good Time,Davido,30,36,33,35,39,42,45,37.142857142857146
35,SOUR,Olivia Rodrigo,37,31,34,33,43,43,44,37.857142857142854
36,SoundMan Vol. 1 (feat. Wizkid),StarBoy,36,35,36,30,38,49,46,38.57142857142857
37,My Turn (Deluxe),Lil Baby,43,40,39,38,44,58,37,42.714285714285715
38,Please Excuse Me For Being Antisocial,Roddy Ricch,42,39,47,44,37,44,47,42.857142857142854
39,For Broken Ears,Tems,45,42,38,36,40,52,51,43.42857142857143
40,The Gospel of the Kingdom,Dunsin Oyekan,40,38,50,50,46,53,49,46.57142857142857
41,SoulFly,Rod Wave,46,47,41,47,41,51,56,47.0
42,High Tension,Bella Shmurda,50,46,48,41,49,46,54,47.714285714285715
43,Get Layd,EP - Omah Lay,41,41,43,42,52,63,58,48.57142857142857
44,After Hours,The Weeknd,49,50,51,40,50,50,50,48.57142857142857
45,Meet the Woo 2 (Deluxe),Pop Smoke,44,43,40,45,47,62,65,49.42857142857143
46,Yabasi,Basketmouth,47,51,44,46,42,55,61,49.42857142857143
47,ASTROWORLD,Travis Scott,54,49,45,37,45,59,60,49.857142857142854
48,Love or the Word (EP),Jaywillz,53,52,49,48,48,48,52,50.0
49,Legends Never Die (Video Version),Juice WRLD,48,44,53,54,51,47,53,50.0
50,Ayo,Wizkid,38,45,42,49,59,68,81,54.57142857142857
51,"Laughter, Tears & Goosebumps",Fireboy DML,55,54,52,52,53,60,57,54.714285714285715
52,All Over The Place (Platinum Edition),KSI,39,48,58,57,62,70,62,56.57142857142857
53,Carpe Diem,Olamide,56,55,46,53,55,67,64,56.57142857142857
54,What Have We Done,EP - Omah Lay,51,53,54,56,54,66,67,57.285714285714285
55,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna",57,58,56,51,56,64,63,57.857142857142854
56,Product of My Environment,Abra Cadabra,63,68,60,59,57,65,66,62.57142857142857
57,TOP MEMBA,Kida Kudz,69,80,79,98,93,10,10,62.714285714285715
58,Boyfriend,CKay,59,62,59,62,60,69,75,63.714285714285715
